age,job,marital,education,month,campaign,y
36,technician,single,secondary,feb,1,no
46,services,married,secondary,aug,2,no
57,management,married,tertiary,aug,3,no
28,management,single,secondary,jun,1,yes
46,services,married,secondary,jun,1,no
55,retired,married,primary,aug,4,yes
33,management,married,tertiary,apr,1,no
53,management,married,secondary,jul,1,no
41,technician,single,secondary,apr,1,no
60,blue-collar,married,secondary,may,1,no
35,entrepreneur,married,primary,jul,1,no
43,blue-collar,divorced,primary,may,1,no
57,admin,divorced,primary,may,10,no
46,admin,married,secondary,nov,9,no
31,blue-collar,married,primary,may,9,no
53,technician,married,secondary,aug,2,no
35,blue-collar,married,secondary,jun,3,no
32,admin,single,secondary,nov,3,no
48,management,married,tertiary,jun,1,yes
50,admin,married,secondary,nov,2,no
40,blue-collar,married,primary,may,1,no
42,entrepreneur,married,tertiary,feb,1,no
59,admin,married,secondary,apr,1,no
27,blue-collar,single,primary,jun,4,no
32,management,single,tertiary,apr,2,no
35,technician,single,secondary,may,1,no
28,services,married,secondary,may,2,no
37,management,divorced,secondary,jan,2,no
57,management,married,primary,may,4,no
42,admin,single,secondary,may,2,no
55,admin,married,primary,jul,3,no
52,management,married,tertiary,apr,3,no
26,blue-collar,single,secondary,jul,6,no
52,technician,married,secondary,may,2,no
26,management,single,tertiary,jul,1,no
33,unemployed,married,secondary,jul,1,no
24,blue-collar,single,primary,may,4,no
37,management,divorced,tertiary,jun,1,no
28,technician,single,secondary,may,8,no
30,technician,single,secondary,may,2,no
33,blue-collar,married,primary,may,1,no
55,unknown,married,primary,sep,1,no
33,blue-collar,married,secondary,may,2,no
42,blue-collar,married,secondary,may,3,no
37,management,married,tertiary,jun,1,no
59,blue-collar,married,primary,may,3,no
27,blue-collar,single,secondary,may,3,no
23,student,married,tertiary,may,2,no
51,management,divorced,tertiary,aug,2,no
50,blue-collar,married,primary,apr,2,no
43,technician,married,secondary,jul,5,no
37,blue-collar,divorced,primary,may,1,no
34,management,single,tertiary,aug,8,no
41,management,married,tertiary,jul,3,no
26,student,single,secondary,may,3,no
49,management,divorced,tertiary,jun,1,no
29,blue-collar,single,secondary,jun,1,yes
30,management,single,tertiary,may,4,no
38,services,divorced,secondary,jun,1,no
58,management,married,secondary,mar,2,no
34,student,single,unknown,aug,1,no
53,services,divorced,unknown,jul,2,no
50,management,married,tertiary,aug,2,no
30,blue-collar,single,secondary,apr,1,no
40,management,married,secondary,apr,2,no
57,housemaid,single,secondary,oct,1,no
40,management,married,tertiary,may,2,no
41,technician,married,secondary,nov,3,no
53,technician,divorced,unknown,may,1,no
48,blue-collar,married,secondary,jul,4,no
32,technician,single,secondary,may,2,no
34,management,married,tertiary,apr,1,yes
46,blue-collar,married,secondary,jul,3,no
45,services,divorced,secondary,jul,1,no
51,admin,single,tertiary,jan,1,no
31,management,married,secondary,may,1,no
47,technician,married,secondary,feb,1,no
32,blue-collar,married,secondary,may,1,no
41,technician,married,secondary,may,1,no
37,services,single,secondary,jul,1,no
27,blue-collar,single,primary,jan,1,no
27,services,married,secondary,may,1,no
50,management,married,secondary,nov,5,no
31,management,single,tertiary,feb,2,no
40,self-employed,married,tertiary,oct,1,no
43,management,married,tertiary,nov,1,yes
39,technician,married,tertiary,feb,1,no
31,entrepreneur,single,tertiary,feb,3,no
48,technician,married,secondary,jul,1,no
32,blue-collar,single,primary,jul,8,no
47,unemployed,married,primary,jan,1,no
35,management,single,tertiary,aug,22,no
42,management,single,tertiary,sep,1,no
47,blue-collar,married,secondary,jun,2,yes
59,retired,married,secondary,jul,1,no
38,admin,married,secondary,jun,2,no
50,unemployed,married,secondary,jul,4,no
27,services,single,secondary,jul,2,no
55,housemaid,married,primary,jun,1,no
39,services,single,secondary,may,3,yes
31,technician,single,tertiary,feb,3,no
37,entrepreneur,married,tertiary,may,2,no
28,technician,single,secondary,jun,7,no
42,technician,married,secondary,aug,2,no
40,services,divorced,secondary,may,1,no
59,management,single,secondary,jan,2,no
40,services,single,secondary,may,3,no
43,technician,married,secondary,apr,1,no
38,technician,single,secondary,jul,2,no
54,retired,married,primary,jul,2,no
41,blue-collar,married,secondary,jul,2,no
55,housemaid,divorced,primary,jun,1,yes
33,management,married,tertiary,may,1,no
46,blue-collar,married,secondary,aug,3,no
36,management,married,secondary,nov,2,no
48,technician,divorced,tertiary,jul,1,no
42,management,married,secondary,aug,2,no
46,management,divorced,tertiary,sep,2,yes
49,technician,married,secondary,jun,4,no
36,blue-collar,married,secondary,may,2,no
34,technician,single,tertiary,oct,1,no
51,entrepreneur,divorced,tertiary,apr,5,no
58,blue-collar,married,primary,aug,2,no
48,management,married,tertiary,jan,2,no
41,admin,single,secondary,may,1,yes
49,self-employed,married,primary,may,4,no
43,management,married,primary,may,2,no
32,blue-collar,single,secondary,jul,3,no
54,retired,married,secondary,jun,3,no
33,blue-collar,divorced,primary,jul,11,no
35,technician,married,secondary,aug,2,no
56,technician,married,secondary,may,6,no
57,technician,married,secondary,may,1,no
31,housemaid,single,primary,apr,2,yes
33,technician,single,secondary,may,2,no
29,technician,single,tertiary,jul,6,no
38,management,single,tertiary,may,1,no
37,admin,married,secondary,may,2,no
33,entrepreneur,married,tertiary,aug,2,no
30,management,single,tertiary,nov,2,no
31,self-employed,single,secondary,nov,1,no
28,technician,single,tertiary,may,2,no
26,admin,single,secondary,apr,1,yes
31,technician,single,secondary,apr,2,no
50,housemaid,divorced,primary,jul,4,no
45,entrepreneur,married,primary,may,3,no
48,management,married,primary,mar,6,no
41,technician,married,secondary,jul,1,no
60,technician,married,primary,may,2,yes
41,blue-collar,married,secondary,may,1,no
43,blue-collar,married,primary,may,4,no
36,management,married,tertiary,nov,2,no
40,blue-collar,married,primary,jul,5,no
28,management,single,tertiary,jan,1,no
27,student,single,tertiary,nov,2,yes
49,management,single,secondary,jan,2,no
37,technician,married,tertiary,nov,1,no
31,blue-collar,married,secondary,may,3,no
31,technician,single,secondary,feb,1,no
31,blue-collar,married,secondary,nov,2,no
35,blue-collar,married,primary,apr,1,no
51,blue-collar,divorced,unknown,may,1,no
33,technician,single,secondary,aug,3,no
30,technician,single,tertiary,may,2,no
58,technician,single,secondary,jul,2,no
34,admin,married,tertiary,oct,1,no
45,management,married,tertiary,aug,6,no
28,services,single,secondary,jul,2,yes
31,blue-collar,married,primary,apr,2,no
40,management,married,tertiary,jun,6,no
30,services,single,secondary,feb,2,no
34,entrepreneur,married,secondary,may,2,no
40,blue-collar,married,secondary,jun,1,no
59,retired,married,primary,jun,2,no
43,technician,single,tertiary,may,2,no
41,management,married,tertiary,jan,2,no
33,technician,divorced,secondary,aug,2,no
33,management,married,secondary,apr,2,no
36,blue-collar,married,secondary,jun,1,no
32,self-employed,single,secondary,jul,2,no
25,admin,married,secondary,jul,1,no
25,blue-collar,married,secondary,may,3,no
38,technician,single,tertiary,aug,3,no
34,management,married,tertiary,apr,1,no
67,blue-collar,married,secondary,oct,2,no
32,blue-collar,married,secondary,may,1,no
45,housemaid,married,primary,aug,2,no
33,blue-collar,married,primary,may,2,no
38,admin,married,primary,apr,2,no
32,technician,divorced,secondary,may,2,no
54,retired,divorced,tertiary,may,6,no
51,admin,divorced,secondary,may,1,no
42,blue-collar,married,primary,jul,3,no
41,admin,married,secondary,jul,12,no
39,management,divorced,tertiary,aug,3,no
38,blue-collar,married,secondary,jun,1,no
39,management,married,secondary,may,2,no
46,blue-collar,married,primary,apr,2,no
50,entrepreneur,divorced,tertiary,feb,3,no
33,blue-collar,married,secondary,may,1,no
37,technician,married,secondary,may,3,no
31,management,married,tertiary,aug,13,no
34,blue-collar,divorced,unknown,jun,1,yes
34,management,married,tertiary,aug,1,yes
36,management,married,tertiary,may,1,no
40,technician,married,secondary,jun,22,no
40,blue-collar,married,secondary,jun,1,yes
41,technician,married,secondary,feb,3,yes
52,management,married,tertiary,aug,6,no
40,services,single,secondary,may,2,no
48,blue-collar,single,unknown,may,1,no
33,management,divorced,secondary,aug,3,no
44,technician,divorced,secondary,aug,2,no
55,management,married,tertiary,jul,1,no
51,admin,married,secondary,jan,2,no
34,management,single,tertiary,feb,1,no
58,retired,divorced,unknown,jul,1,no
39,management,single,tertiary,aug,3,no
27,unemployed,single,secondary,aug,1,no
55,management,divorced,unknown,may,1,no
35,technician,single,secondary,jul,2,no
37,technician,single,tertiary,apr,2,no
52,technician,married,secondary,feb,1,no
41,blue-collar,married,secondary,may,1,no
52,admin,married,secondary,aug,3,no
34,blue-collar,single,secondary,may,5,no
53,management,divorced,primary,nov,1,no
33,management,single,tertiary,jun,2,yes
47,self-employed,married,secondary,jun,8,no
35,blue-collar,married,secondary,jan,1,no
33,management,single,tertiary,aug,2,no
55,blue-collar,married,primary,apr,1,no
58,self-employed,married,primary,aug,1,yes
44,admin,married,secondary,jul,1,no
25,services,single,secondary,may,1,no
37,technician,single,secondary,may,11,no
41,blue-collar,married,primary,may,7,no
34,blue-collar,single,secondary,mar,3,yes
36,services,divorced,secondary,jun,3,no
44,self-employed,married,tertiary,aug,4,no
34,entrepreneur,divorced,tertiary,nov,1,no
56,blue-collar,divorced,primary,jun,2,no
43,management,divorced,tertiary,may,2,yes
28,blue-collar,single,secondary,may,4,no
54,blue-collar,married,secondary,may,1,no
37,technician,divorced,secondary,jul,1,no
59,self-employed,married,tertiary,feb,4,yes
58,blue-collar,divorced,secondary,jul,3,no
56,management,divorced,tertiary,jun,5,no
32,blue-collar,single,secondary,may,3,no
42,management,single,tertiary,aug,2,no
52,retired,divorced,primary,jul,4,no
46,management,married,tertiary,apr,1,no
37,admin,married,tertiary,apr,1,yes
39,blue-collar,married,primary,may,2,no
31,admin,married,secondary,apr,1,no
59,housemaid,married,primary,aug,11,no
38,blue-collar,married,secondary,may,2,no
58,management,married,secondary,aug,11,no
34,management,single,tertiary,nov,1,no
40,services,married,secondary,may,1,no
20,student,single,secondary,may,5,no
34,technician,married,secondary,apr,2,no
31,technician,single,tertiary,aug,2,no
39,admin,single,secondary,may,3,no
34,entrepreneur,married,tertiary,may,1,no
24,blue-collar,married,secondary,apr,3,no
41,management,married,tertiary,jun,1,no
40,management,married,tertiary,nov,3,no
45,technician,single,secondary,may,4,yes
36,management,married,tertiary,may,1,no
53,management,married,tertiary,jun,6,no
23,student,single,secondary,aug,2,no
42,entrepreneur,married,primary,may,1,no
48,blue-collar,married,secondary,may,1,no
34,management,married,tertiary,aug,4,no
36,admin,married,secondary,jul,4,no
43,retired,married,secondary,may,13,no
36,blue-collar,married,secondary,may,5,no
49,blue-collar,married,secondary,may,1,yes
55,retired,married,secondary,jun,4,no
53,retired,married,secondary,apr,2,yes
42,technician,married,secondary,aug,1,yes
45,admin,married,secondary,oct,1,yes
31,blue-collar,married,secondary,may,1,no
32,admin,married,tertiary,may,1,no
36,blue-collar,married,secondary,jun,2,no
56,retired,married,secondary,jul,2,yes
46,admin,married,secondary,may,2,no
41,housemaid,single,secondary,jul,2,no
31,admin,married,secondary,may,2,no
32,technician,married,secondary,aug,2,no
38,management,married,tertiary,jan,1,no
49,retired,single,primary,jun,1,no
46,management,single,primary,jun,3,no
29,technician,single,secondary,may,1,no
36,admin,married,unknown,nov,1,no
38,admin,married,secondary,may,2,no
53,technician,married,secondary,may,1,no
43,management,married,tertiary,may,7,no
41,management,married,tertiary,may,1,no
42,management,single,secondary,aug,2,no
55,blue-collar,divorced,secondary,apr,1,yes
39,admin,divorced,secondary,jul,2,no
30,admin,single,secondary,aug,6,no
41,blue-collar,married,secondary,may,3,no
44,unemployed,married,tertiary,aug,2,no
58,management,married,tertiary,jul,4,no
35,retired,married,primary,jan,1,no
27,blue-collar,married,secondary,apr,3,no
34,services,married,secondary,dec,2,yes
25,services,married,secondary,jul,2,no
36,blue-collar,married,secondary,jun,3,no
38,blue-collar,married,secondary,may,1,no
30,admin,married,secondary,may,1,no
47,blue-collar,divorced,secondary,jul,2,no
41,services,divorced,secondary,may,2,no
36,management,single,tertiary,nov,1,no
63,entrepreneur,married,secondary,aug,2,yes
23,management,single,tertiary,apr,1,no
32,management,married,tertiary,aug,2,no
57,retired,married,primary,jul,1,no
48,management,married,tertiary,aug,1,yes
49,services,married,secondary,aug,1,no
50,technician,married,secondary,may,2,no
33,blue-collar,married,primary,may,2,no
53,services,divorced,secondary,may,1,no
30,unemployed,married,tertiary,nov,1,no
38,technician,married,secondary,aug,3,no
44,management,married,secondary,jul,16,no
39,admin,single,secondary,may,9,no
45,technician,single,unknown,nov,1,no
36,blue-collar,married,secondary,may,4,yes
38,blue-collar,married,secondary,may,5,no
36,housemaid,married,secondary,may,1,no
30,management,single,tertiary,apr,1,no
28,technician,divorced,tertiary,jun,3,no
26,unemployed,married,tertiary,may,18,no
54,unknown,married,secondary,nov,1,yes
38,admin,married,tertiary,mar,2,yes
32,technician,single,tertiary,aug,2,no
50,admin,divorced,secondary,nov,1,no
43,blue-collar,married,secondary,may,3,no
48,admin,married,secondary,aug,5,no
57,housemaid,married,primary,aug,3,no
64,housemaid,married,primary,jul,2,no
26,services,divorced,secondary,may,6,no
33,blue-collar,married,secondary,jul,1,yes
50,self-employed,married,secondary,aug,3,no
47,self-employed,married,tertiary,jul,14,no
39,management,single,tertiary,oct,4,no
52,services,married,primary,jul,5,no
31,blue-collar,single,primary,may,4,no
50,blue-collar,married,primary,aug,5,no
47,technician,married,secondary,aug,3,no
30,management,single,tertiary,aug,15,no
32,technician,single,tertiary,apr,1,no
36,technician,married,secondary,jun,1,no
46,technician,married,tertiary,may,1,no
45,management,divorced,tertiary,nov,1,no
37,technician,single,secondary,aug,2,no
58,housemaid,married,primary,jun,4,no
59,management,married,tertiary,feb,1,no
28,management,married,tertiary,may,1,no
